NOME,CO_CEP,NO_LOGRADOURO,NU_ENDERECO,NO_BAIRRO,NU_TELEFONE,NU_LATITUDE,NU_LONGITUDE,DS_TURNO_ATENDIMENTO,ST_CENTRO_CIRURGICO,ST_CENTRO_OBSTETRICO,ST_CENTRO_NEONATAL,ST_ATEND_HOSPITALAR,ST_SERVICO_APOIO,ST_ATEND_AMBULATORIAL,CO_AMBULATORIAL_SUS
CINTIA MARA AOKI TRONOLONI SAO VICENTE,11310061,RUA FREI GASPAR,931,CENTRO,30249899,-239647003828.0,-463884615898.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,NAO
GASTROENDOFIT SERVICOS DE ENDOSCOPIA SAO VICENTE,11310061,FREI GASPAR,790,CENTRO,13 81429846,-239653474429.0,-463864445686.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,NAO
M G DA SILVA NETO CLINICA SAO VICENTE,11310050,JOAO RAMALHO,825,CENTRO,13 34683250,-239649111679.0,-463855111599.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,0.0,0.0,NAO
IMD SAO VICENTE,11310071,RUA JACOB EMERICK,921,CENTRO,,-23967373.0,-4638449.0,ATENDIMENTO SOMENTE PELA MANHA,0.0,0.0,0.0,0.0,0.0,0.0,NAO
ATEF MOUBAREC SERVICOS ODONTOLOGICOS SAO VICENTE,11310400,QUINZE DE NOVEMBRO,576,CENTRO,13 34671079,-239638033168.0,-46385242939.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,NAO
WO ODONTOLOGIA SAO VICENTE,11310400,QUINZE DE NOVEMBRO,576,CENTRO,13 96576785,-239637853.0,-463853854.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,0.0,0.0,NAO
MACRINO DA SILVA FILHO SAO VICENTE,11310510,RUA JOAO RAMALHO,825,CENTRO,34673883,-21.1706025,-47.8047312,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,NAO
ALMAI INSTITUTO DE NEURODESENVOLVIMENTO INFANTIL SV,11310290,RUA SANTA CRUZ,134,CENTRO,1332234711,-239681181.0,-463901502.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,0.0,0.0,NAO
RENATO VANZELLA VICENTE SAO VICENTE,11320070,BENEDITO CALIXTO,182,CENTRO,13 33563350,-239674743.0,-463761485.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,0.0,0.0,NAO
EVOLUIR CLINICA NEURO DESENVOLVIMENTO SV,11310050,JOAO RAMALHO,803,CENTRO,13 74090233,-239662224396.0,-463830059767.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,0.0,0.0,NAO
LETICIA ALMEIDA TARRACO MARQUES SV,11310050,JOAO RAMALHO,825,CENTRO,13 03333333,-239661856751.0,-463832312822.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,NAO
SER E CRESCER SAO VICENTE,11310400,QUINZE DE NOVEMBRO,576,CENTRO,13 88554118,-239638278269.0,-463853985071.0,"ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE",0.0,0.0,0.0,0.0,0.0,0.0,NAO
POLICLINICA IPIRANGA,11310420,RUA IPIRANGA,36,CENTRO,34689912,-2396722.0,-46388319.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,NAO
COMPLEXO REGULADOR SAO VICENTE,11310010,RUA PADRE ANCHIETA,462,CENTRO,,-239664797904.0,-463838642836.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,,,,0.0,0.0,SIM
UNIDADE MOVEL ODONTOLOGICA SAO VICENTE,11310040,RUA PADRE ANCHIETA,462,CENTRO,,-23966379.0,-46383744.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,NAO
LUCYMARA SALVIA,11310000,AV PRESIDENTE WILSON,1473,CENTRO,13997817003,-239654111684.0,-463819867373.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,NAO
TOMOSANTOS,11310300,PRACA BERNARDINO DE CAMPOS,339,CENTRO,35692108,-23967714.0,-46388435.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,0.0,0.0,SIM
TORTIA ODONTOLOGIA,11310071,RUA JACOB EMMERICK,365,CENTRO,30227453,-23.967906,-46.384924,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,NAO
CATARINA RAMOS MARTINS SAO VICENTE,11310000,PRACA BARAO DO RIO BRANCO,94,CENTRO,34671130,-23966827.0,-46385822.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,0.0,0.0,NAO
WILSON CESAR BUENO,11310450,RUA SOROCABANA,93,CENTRO,34665680,-22.2266149,-50.8946054,ATENDIMENTO SOMENTE A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,NAO
BRUNO FROES LIMA LAFRAIA SAO VICENTE,11310050,RUA JOAO RAMALHO,574,CENTRO,(13) 30226471,-23.8453438,-46.1333948,"ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE",0.0,0.0,0.0,0.0,0.0,0.0,NAO
CARINA MARTINS CARNEIRO FRANCISCO SAO VICENTE,11310061,RUA FREI GASPAR,637,CENTRO,(13) 30223602,-23.934852,-46.3303329,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,0.0,0.0,NAO
RAIA DROGASIL FILIAL 181 SV,11310060,FREI GASPAR,504,CENTRO,,-239665533191.0,-463842988014.0,"ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE",0.0,0.0,0.0,0.0,0.0,0.0,NAO
RAIA DROGASIL LOJA 0017 SV,11310061,FREI GASPAR,686,CENTRO,11 37695731,-239658082262.0,-463857793808.0,"ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE",0.0,0.0,0.0,0.0,0.0,0.0,NAO
NILTON LUIZ BRANCO,11310061,RUA FREI GASPAR,773,CENTRO,34685394,-23965517.0,-46386816.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,NAO
IACS XV DE NOVEMBRO SAO VICENTE,11310400,QUINZE DE NOVEMBRO,313,CENTRO,3136298042,-239657578147.0,-463866088453.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,NAO
RICARDO DE SALLES JUNQUEIRA,11310060,RUA FREI GASPAR,548,CENTRO,34697557,-23966405.0,-46384628.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,0.0,0.0,NAO
CLINIMATER SAO VICENTE,11310421,RUA IPIRANGA,339,CENTRO,(13) 22027373,-18.9174223,-48.2704503,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,NAO
CONSULTORIO ODONTOLOGICO CRISTIANE ROSA DOS SANTOS S VIC,11310071,RUA JACOB EMMERICH,379,CENTRO,(13) 30270327,-23967599.0,-46385106.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,NAO
CONSULTORIO DE PSICOLOGIA VANDA DO CARMO L DIAS S VICENTE,11310400,RUA IPIRANGA,345,CENTRO,(13) 34667265,-23.5287038,-46.1981309,"ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE",0.0,0.0,0.0,0.0,0.0,0.0,NAO
CLINICA DE VACINACAO IMUNITI LTDA,11320001,AV PRESIDENTE WILSON,1473,CENTRO,1334694909,-23.6072471,-46.5797221,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,0.0,0.0,NAO
LABORATORIO DE ANALISES CLINICAS CELLULA MATER SAO VICENTE,11310441,RUA VISCONDE DE TAMANDARE,499,CENTRO,(13) 32252586,-23965033.0,-46390267.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,0.0,0.0,SIM
MP FISIOTERAPIA SAO VICENTE,11310060,RUA FREI GASPAR,739,CENTRO,33299495,-23965542.0,-46386695.0,"ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE",0.0,0.0,0.0,0.0,1.0,0.0,SIM
MARIA CONCEICAO PEREZ DOMINGUES SAO VICENTE,11310071,RUA JACOB EMMERICK,379,CENTRO,(13) 34673278,-23.967639,-46.385073,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,0.0,0.0,NAO
CONSULTORIO ODONTOLOGICO DRA VIRGINIA AZEVEDO SAO VICENTE,11310061,RUA FREI GASPAR,739,CENTRO,(13) 34685554,-239656072465.0,-463865464926.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,NAO
DAY CENTER CIRURGIAS SAO VICENTE,11320000,AV PRESIDENTE WILSON,1136,CENTRO,(13) 34687777,-23.6072471,-46.5797221,"ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE",0.0,0.0,0.0,0.0,1.0,0.0,NAO
NASO NUCLEO DE ASSISTENCIA A SAUDE ODONTOLOGICA SV,11380080,PRACA BARAO DO RIO BRANCO,187,CENTRO,(13) 35688888,-12.9819942,-38.5143987,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,NAO
CAIXA DE SAUDE E PECULIO DOS SERVIDORES MUN DE SAO VICENTE,11310060,R FREI GASPAR,157,CENTRO,(13)35695357,-23968154.0,-46381716.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,NAO
FISIOTERAPIA INTEGRADA SAO VICENTE,11310061,RUA FREI GASPAR,739,CENTRO,(13) 81124232,-23.9359122,-46.3305821,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,NAO
CONSULTORIO DE PSICOLOGIA DRA EMANOELE ALMEIDA MOURA,11310040,RUA PADRE ANCHIETA,331,CENTRO,(13)30224216,-22.8981158,-43.1220392,"ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE",0.0,0.0,0.0,0.0,1.0,0.0,NAO
AMBULATORIO ANA COSTA DE SAO VICENTE,11320000,AV PRESIDENTE WILSON,772,CENTRO,(13) 32029298,-239686624.0,-46375718.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,NAO
CEO III INSULAR SAO VICENTE,11320010,AV QUINTINO BOCAIUVA,1261,CENTRO,1335693513,-23963555.0,-46381297.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,SIM
EDUARDO CONDE DA SILVA SAO VICENTE,11310061,RUA FREI GASPAR,739,CENTRO,(13) 34677640,-23965571.0,-46386685.0,ATENDIMENTO SOMENTE A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,NAO
INST DE OFTALMOLOGIA DA B SANTISTA IOBS S VICENTE,11310050,RUA JOAO RAMALHO,825,CENTRO,,-23.8453438,-46.1333948,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,NAO
CATH CENTRO DE ATEND A TUBERCULOSE E HANSENIASE SV,11320070,RUA BENEDITO CALIXTO,275,CENTRO,(13) 34682870,-23966759175.0,-463759659601.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,NAO
SUCEN SERVICO REGIONAL 02 SAO VICENTE,11310050,RUA JOAO RAMALHO,587,CENTRO,(13) 3468-8894,-23963.0,-46392.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,,,,0.0,0.0,NAO
OSWALDO GUAPO SAO VICENTE,11310400,RUA QUINZE DE NOVEMBRO,260,CENTRO,(13) 34681770,-23966443.0,-46386535.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,NAO
HOSPITAL E MATERNIDADE MUNICIPAL DE SAO VICENTE,11310420,RUA IPIRANGA,370,CENTRO,34692166,-23964159.0,-46387139.0,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",1.0,1.0,1.0,1.0,1.0,1.0,SIM
CLINICA TOTAL SAUDE SAO VICENTE,11310440,RUA VISCONDE TAMANDARE,481,CENTRO,(13) 34679862,-20.7874162,-51.6930828,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,NAO
VISION CID LASER CLINICA DE OLHOS SAO VICENTE,11310071,RUA JACOB EMERICK,379,CENTRO,34667791,-239677248709.0,-463850712776.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,0.0,0.0,NAO
CLINICA LAGON SAO VICENTE,11340040,RUA PADRE ANCHIETA,331,CENTRO,(13) 33268275,-22.8981158,-43.1220392,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,0.0,0.0,NAO
CLINICA BRASIMED SAO VICENTE,11310000,PRACA BARAO DO RIO BRANCO,54,CENTRO,13 33847740,-14.8512263,-40.838462,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,0.0,0.0,NAO
BRENO NAPPI VENTURA SAO VICENTE,11310050,RUA JOAO RAMALHO,839,CENTRO,13 34688007,-239648621481.0,-463855057955.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,NAO
ANGIOCORPORE SAO VICENTE,11310935,FREI GASPAR,365,CENTRO,13 32282700,-23967127.0,-46383625.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,0.0,0.0,NAO
LABORATORIO ESPECIALIZADO DE DSTHIV SAO VICENTE,11310421,RUA IPIRANGA,353,CENTRO,13 35695930,-23964216.0,-46387245.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,0.0,0.0,NAO
RITA DE CASSIA DE SOUZA SA SAO VICENTE,11320010,AVENIDA PRESIDENTE WILSON,1473,CENTRO,13 30138187,-23965328.0,-46382261.0,"ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE",0.0,0.0,0.0,0.0,1.0,0.0,NAO
CLINICA RADIOLOGICA DO GUARUJA SAO VICENTE,11310420,RUA IPIRANGA,345,CENTRO,13 34692119,-239645291547.0,-463873646459.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,NAO
UP CENTRO AUDITIVO SAO VICENTE,11310050,RUA JOAO RAMALHO,803,CENTRO,34666404,-239651807763.0,-463853555918.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,NAO
ANA MARIA ALVES RIBEIRO,11310040,RUA PADRE ANCHIETA,331,CENTRO,13 30143176,-22.8981158,-43.1220392,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,NAO
TRASMONTANO SAO VICENTE,11310071,RUA JACOB EMMERICH,921,CENTRO,,-23966.0,-46386.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,NAO
CLINICA DE ESTETICA BOA FORMA,11310050,RUA JOAO RAMALHO,803,CENTRO,33297545,-239650092074.0,-463853234053.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,NAO
CLINICA TOTAL SAUDE SAO VICENTE,11310440,RUA VISCONDE DE TAMANDARE,481,CENTRO,3278-5908,-239665203.0,-463900932.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,0.0,0.0,NAO
RENASCER SERVICOS MEDICOS LTDA SAO VICENTE,11310290,R SANTA CRUZ,134,CENTRO,34662175,-23965664.0,-46376794.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,NAO
SORRIDENTS CLINICAS ODONTOLOGICAS SAO VICENTE,11310400,RUA XV DE NOVEMBRO,81,CENTRO,34663058,-23967884.0,-46387433.0,"ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE",0.0,0.0,0.0,0.0,1.0,0.0,NAO
ODONTOCOMPANY SAO VICENTE,11310050,RUA JOAO RAMALHO,560,CENTRO,,-2396593.0,-46383041.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,NAO
DENTISTE ODONTOLOGIA SAO VICENTE,11320060,AMADOR BUENO DA RIBEIRA,64,CENTRO,13 33953521,-23968181.0,-46377871.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,NAO
FARMA CONDE FILIAL 462 SV,11310040,PADRE ANCHIETA,454,CENTRO,12 39324721,-239663474386.0,-463837972283.0,"ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE",,,,,1.0,0.0,NAO
CLINICA DE OLHOS EDUARDO PAULINO SAO VICENTE,11310061,FREI GASPAR,790,CENTRO,13 32217260,-239652248939.0,-463869863749.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,NAO
DROGASIL DS0775 SV,11320000,PRESIDENTE WILSON,962,CENTRO,11 37695731,-239673180152.0,-463775986433.0,"ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE",0.0,0.0,0.0,0.0,0.0,0.0,NAO
DROGARAIA LJ0163 SV,11310913,PRESIDENTE WILSON,256,CENTRO,11 37695731,-239702027574.0,-463715995188.0,"ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE",0.0,0.0,0.0,0.0,0.0,0.0,NAO
DALSON NERY CAIVANO SAO VICENTE,11310061,RUA FREI GASPAR,637,CENTRO,34684519,-23966127.0,-4638568.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,NAO
CLINICA MEDICA IPIRANGA SAO VICENTE,11320120,RANGEL PESTANA,209,CENTRO,13 34664255,-239711092.0,-463734039.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,NAO
PRO SAUDE VACINAS E APLICACOES,11320001,AVENIDA PRESIDENTE WILSON,1473,CENTRO,1334661378,-239655778348.0,-463821154833.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,NAO
JOAO FERNANDO CESAR GONCALVES DO NASCIMENTO SAO VICENTE,11310040,RUA PADRE ANCHIETA,64,CENTRO,34742109,-22.8981158,-43.1220392,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,NAO
BIO LABORATORIO DE ANALISES CLINICAS DE SANTOS SAO VICENTE,11320001,AV PRESIDENTE WILSON,1473,CENTRO,32518080,-239652649409.0,-4638214155.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,NAO
R R M PSICOLOGIA LTDA ME SAO VICENTE,11310050,JOAO RAMALHO,803,CENTRO,13 34663823,-2396503.0,-46385326.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,NAO
CLINICA DE IMAGEM SAO VICENTE SAO VICENTE,11310421,IPIRANGA,339,CENTRO,13 34692226,-239651806.0,-463874348.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,0.0,0.0,NAO
CLINICA CDAD JCC,11310902,FREI GASPAR,790,CENTRO,13 32192524,-239653523449.0,-463863533735.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,NAO
INSTITUTO INCLUSAO BRASIL SAO VICENTE,11310070,RUA JACOB EMERICK,365,CENTRO,1334663504,-2396776.0,-46385015.0,"ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE",0.0,0.0,0.0,0.0,1.0,0.0,NAO
INSTITUTO DE LASERTERAPIA MED LASER LTDA SAO VICENTE,11310060,RUA FREI GASPAR,147,CENTRO,1335694242,-2396822.0,-46381569.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,SIM
MARJORY ALFARO NASCIMENTO SAO VICENTE,11310200,AV CAPITAO MOR AGUIAR,210,CENTRO,1330347605,-239690724.0,-463917071.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,NAO
LA LUMIERE PSICOLOGIA SAO VICENTE,11310071,RUA JACOB EMERICK,365,CENTRO,13 997161690,-239650115.0,-463915472.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,NAO
PSICOLORINDO CLINICA DE PSICOLOGIA SAO VICENTE,11310400,RUA QUINZE DE NOVEMBRO,576,CENTRO,1330130049,-23963704.0,-46385425.0,"ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE",0.0,0.0,0.0,0.0,1.0,0.0,NAO
DR EXAMINA SAO VICENTE,11320020,RUA TIBIRICA,160,CENTRO,13 33047976,-239673762.0,-463830968.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,NAO
LABORATORIO DR LEAO DE MOURA SAO VICENTE,11310421,IPIRANGA,321,CENTRO,13 32221768,-23964812.0,-46387413.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,NAO
LABORATORIO SANTA CLARA SAO VICENTE,11310040,PADRE ANCHIETA,224,CENTRO,13 32785908,-23968164.0,-46384882.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,0.0,0.0,NAO
MEDSEG SAO VICENTE,11310070,RUA JACOB EMERICK,1074,CENTRO,1330431041,-23964798.0,-46390923.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,NAO
JULIANA CRUZ FERNANDES SAO VICENTE,11310061,RUA FREI GASPAR,637,CENTRO,13996188414,-23966058.0,-4638569.0,ATENDIMENTO SOMENTE A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,NAO
MARIA LUISA SAMPERE SERNA CRUZ SAO VICENTE,11320915,AV PRESIDENTE WILSON,1473,CENTRO,(13)34691989,-23965412.0,-4638224.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,NAO
